namespace label|resource label|namespace|resource uri|parent uri
dbo|depth|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Depth|http://www.w3.org/2002/07/owl#Thing
dbo|deputy|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Deputy|http://dbpedia.org/ontology/Politician
dbo|desert|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Desert|http://dbpedia.org/ontology/NaturalPlace
dbo|device|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Device|http://www.w3.org/2002/07/owl#Thing
dbo|digital camera|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/DigitalCamera|http://dbpedia.org/ontology/Camera
dbo|dike|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Dike|http://dbpedia.org/ontology/Infrastructure
dbo|diocese|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Diocese|http://dbpedia.org/ontology/ClericalAdministrativeRegion
dbo|diploma|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Diploma|http://www.w3.org/2002/07/owl#Thing
dbo|disease|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Disease|http://www.w3.org/2002/07/owl#Thing
dbo|disney character|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/DisneyCharacter|http://dbpedia.org/ontology/FictionalCharacter
dbo|district|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/District|http://dbpedia.org/ontology/GovernmentalAdministrativeRegion
dbo|district water board|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/DistrictWaterBoard|http://dbpedia.org/ontology/GovernmentalAdministrativeRegion
dbo|document|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Document|http://dbpedia.org/ontology/Work
dbo|Document Type|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/DocumentType|http://dbpedia.org/ontology/Type
dbo|dog|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Dog|http://dbpedia.org/ontology/Mammal
dbo|drama|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Drama|http://dbpedia.org/ontology/WrittenWork
dbo|drug|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Drug|http://dbpedia.org/ontology/ChemicalSubstance
dbo|earthquake|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Earthquake|http://dbpedia.org/ontology/NaturalEvent
dbo|economist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Economist|http://dbpedia.org/ontology/Person
dbo|educational institution|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/EducationalInstitution|http://dbpedia.org/ontology/Organisation
dbo|egyptologist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Egyptologist|http://dbpedia.org/ontology/Person
dbo|election|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Election|http://dbpedia.org/ontology/SocietalEvent
dbo|Election Diagram|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ElectionDiagram|http://www.w3.org/2002/07/owl#Thing
dbo|electrical substation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/ElectricalSubstation|http://dbpedia.org/ontology/Infrastucture
dbo|embryology|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Embryology|http://dbpedia.org/ontology/AnatomicalStructure
dbo|employer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Employer|http://dbpedia.org/ontology/Agent
dbo|Employers' Organisation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/EmployersOrganisation|http://dbpedia.org/ontology/Organisation
dbo|engine|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Engine|http://dbpedia.org/ontology/Device
dbo|engineer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Engineer|http://dbpedia.org/ontology/Person
dbo|entomologist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Entomologist|http://dbpedia.org/ontology/Scientist
dbo|enzyme|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Enzyme|http://dbpedia.org/ontology/Biomolecule
dbo|escalator|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Escalator|http://dbpedia.org/ontology/On-SiteTransportation
dbo|ethnic group|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/EthnicGroup|http://www.w3.org/2002/07/owl#Thing
dbo|eukaryote|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Eukaryote|http://dbpedia.org/ontology/Species
dbo|Eurovision song contest entry|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/EurovisionSongContestEntry|http://dbpedia.org/ontology/Song
dbo|event|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Event|http://www.w3.org/2002/07/owl#Thing
dbo|factory|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Factory|http://dbpedia.org/ontology/Building
dbo|family|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Family|http://dbpedia.org/ontology/Agent
dbo|farmer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Farmer|http://dbpedia.org/ontology/Person
dbo|fashion|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Fashion|http://dbpedia.org/ontology/TopicalConcept
dbo|fashion designer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FashionDesigner|http://dbpedia.org/ontology/Artist
dbo|fencer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Fencer|http://dbpedia.org/ontology/Athlete
dbo|fern|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Fern|http://dbpedia.org/ontology/Plant
dbo|fictional character|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FictionalCharacter|http://dbpedia.org/ontology/Agent
dbo|field hockey league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FieldHockeyLeague|http://dbpedia.org/ontology/SportsLeague
dbo|figure skater|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FigureSkater|http://dbpedia.org/ontology/WinterSportPlayer
dbo|file|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/File|http://dbpedia.org/ontology/Document
dbo|File system|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FileSystem|http://www.w3.org/2002/07/owl#Thing
dbo|movie|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Film|http://dbpedia.org/ontology/Work
dbo|film festival|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FilmFestival|http://schema.org/Festival && http://dbpedia.org/ontology/SocietalEvent
dbo|fish|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Fish|http://dbpedia.org/ontology/Animal
dbo|flag|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Flag|http://www.w3.org/2002/07/owl#Thing
dbo|flowering plant|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FloweringPlant|http://dbpedia.org/ontology/Plant
dbo|food|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Food|http://www.w3.org/2002/07/owl#Thing
dbo|football league season|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FootballLeagueSeason|http://dbpedia.org/ontology/SportsTeamSeason
dbo|football match|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FootballMatch|http://dbpedia.org/ontology/SportsEvent
dbo|forest|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Forest|http://dbpedia.org/ontology/NaturalPlace
dbo|one-time municipality|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FormerMunicipality|http://dbpedia.org/ontology/Municipality
dbo|Formula One racer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FormulaOneRacer|http://dbpedia.org/ontology/RacingDriver
dbo|formula one racing|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FormulaOneRacing|http://dbpedia.org/ontology/SportsLeague
dbo|formula 1 team|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/FormulaOneTeam|http://dbpedia.org/ontology/SportsTeam
dbo|fort|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Fort|http://dbpedia.org/ontology/MilitaryStructure
dbo|پھُپھُوندی|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Fungus|http://dbpedia.org/ontology/Eukaryote
dbo|Gaelic games player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GaelicGamesPlayer|http://dbpedia.org/ontology/Athlete
dbo|galaxy|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Galaxy|http://dbpedia.org/ontology/CelestialBody
dbo|game|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Game|http://dbpedia.org/ontology/Activity
dbo|garden|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Garden|http://dbpedia.org/ontology/Place
dbo|Gated community|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GatedCommunity|http://dbpedia.org/ontology/PopulatedPlace
dbo|gene|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Gene|http://dbpedia.org/ontology/Biomolecule
dbo|gene location|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GeneLocation|http://www.w3.org/2002/07/owl#Thing
dbo|genre|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Genre|http://dbpedia.org/ontology/TopicalConcept
dbo|geological period|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GeologicalPeriod|http://dbpedia.org/ontology/TimePeriod
dbo|geopolitical organisation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GeopoliticalOrganisation|http://dbpedia.org/ontology/Organisation
dbo|ginkgo|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Ginkgo|http://dbpedia.org/ontology/Plant
dbo|given name|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GivenName|http://dbpedia.org/ontology/Name
dbo|glacier|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Glacier|http://dbpedia.org/ontology/NaturalPlace
dbo|Globular Swarm|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Globularswarm|http://dbpedia.org/ontology/Swarm
dbo|gnetophytes|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Gnetophytes|http://dbpedia.org/ontology/Plant
dbo|golf course|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GolfCourse|http://dbpedia.org/ontology/SportFacility
dbo|golf league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GolfLeague|http://dbpedia.org/ontology/SportsLeague
dbo|golf player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GolfPlayer|http://dbpedia.org/ontology/Athlete
dbo|golf tournament|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GolfTournament|http://dbpedia.org/ontology/Tournament
dbo|government agency|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GovernmentAgency|http://dbpedia.org/ontology/Organisation
dbo|cabinet of ministers|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GovernmentCabinet|http://dbpedia.org/ontology/GovernmentAgency
dbo|Government Type|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GovernmentType|http://dbpedia.org/ontology/Type
dbo|governmental administrative region|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GovernmentalAdministrativeRegion|http://dbpedia.org/ontology/AdministrativeRegion
dbo|governor|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Governor|http://dbpedia.org/ontology/Politician
dbo|Grand Prix|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GrandPrix|http://dbpedia.org/ontology/SportsEvent
dbo|grape|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Grape|http://dbpedia.org/ontology/FloweringPlant
dbo|grave stone or grave monument|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GraveMonument|http://dbpedia.org/ontology/Monument
dbo|green alga|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GreenAlga|http://dbpedia.org/ontology/Plant
dbo|gridiron football player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GridironFootballPlayer|http://dbpedia.org/ontology/Athlete
dbo|gross domestic product|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GrossDomesticProduct|http://www.w3.org/2002/07/owl#Thing
dbo|gross domestic product per capita|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/GrossDomesticProductPerCapita|http://www.w3.org/2002/07/owl#Thing
dbo|group|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Group|http://dbpedia.org/ontology/Organisation && http://schema.org/Organization
dbo|guitar|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Guitar|http://dbpedia.org/ontology/Instrument
dbo|guitarist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Guitarist|http://dbpedia.org/ontology/Instrumentalist
dbo|gymnast|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Gymnast|http://dbpedia.org/ontology/Athlete
dbo|handball league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HandballLeague|http://dbpedia.org/ontology/SportsLeague
dbo|handball player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HandballPlayer|http://dbpedia.org/ontology/Athlete
dbo|handball team|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HandballTeam|http://dbpedia.org/ontology/SportsTeam
dbo|high diver|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HighDiver|http://dbpedia.org/ontology/Athlete
dbo|historian|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Historian|http://dbpedia.org/ontology/Writer
dbo|historic building|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricBuilding|http://dbpedia.org/ontology/Building && http://schema.org/LandmarksOrHistoricalBuildings
dbo|historic place|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricPlace|http://dbpedia.org/ontology/Place && http://schema.org/LandmarksOrHistoricalBuildings
dbo|ancient area of jurisdiction of a person (feudal) or of a governmental body|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricalAreaOfAuthority|http://dbpedia.org/ontology/AdministrativeRegion
dbo|Historical country|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricalCountry|http://dbpedia.org/ontology/Country
dbo|Historical district|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricalDistrict|http://dbpedia.org/ontology/District
dbo|historical event|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricalEvent|http://dbpedia.org/ontology/SocietalEvent
dbo|historical period|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricalPeriod|http://dbpedia.org/ontology/TimePeriod
dbo|Historical province|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricalProvince|http://dbpedia.org/ontology/Province
dbo|Historical region|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricalRegion|http://dbpedia.org/ontology/Region
dbo|Historical settlement|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HistoricalSettlement|http://dbpedia.org/ontology/Settlement
dbo|hockey club|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HockeyClub|http://dbpedia.org/ontology/SportsClub
dbo|hockey team|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HockeyTeam|http://dbpedia.org/ontology/SportsTeam
dbo|holiday|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Holiday|http://dbpedia.org/ontology/TimeInterval
dbo|hollywood cartoon|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HollywoodCartoon|http://dbpedia.org/ontology/Cartoon
dbo|hormone|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Hormone|http://dbpedia.org/ontology/Biomolecule
dbo|horse|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Horse|http://dbpedia.org/ontology/Mammal
dbo|horse race|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HorseRace|http://dbpedia.org/ontology/Race
dbo|horse rider|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HorseRider|http://dbpedia.org/ontology/Athlete
dbo|horse trainer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HorseTrainer|http://dbpedia.org/ontology/Person
dbo|hospital|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Hospital|http://dbpedia.org/ontology/building
dbo|hot spring|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HotSpring|http://dbpedia.org/ontology/NaturalPlace
dbo|hotel|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Hotel|http://dbpedia.org/ontology/Building
dbo|human gene|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HumanGene|http://dbpedia.org/ontology/Gene
dbo|human gene location|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/HumanGeneLocation|http://dbpedia.org/ontology/GeneLocation
dbo|humorist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Humorist|http://dbpedia.org/ontology/Artist
dbo|ice hockey league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/IceHockeyLeague|http://dbpedia.org/ontology/SportsLeague
dbo|ice hockey player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/IceHockeyPlayer|http://dbpedia.org/ontology/WinterSportPlayer
dbo|identifier|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Identifier|http://www.w3.org/2002/07/owl#Thing
dbo|ideology|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Ideology|http://dbpedia.org/ontology/TopicalConcept
dbo|image|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Image|http://dbpedia.org/ontology/Document
dbo|information appliance|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/InformationAppliance|http://dbpedia.org/ontology/Device
dbo|infrastructure|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Infrastructure|http://dbpedia.org/ontology/ArchitecturalStructure
dbo|infrastructure|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Infrastucture|http://dbpedia.org/ontology/ArchitecturalStructure
dbo|inline hockey league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/InlineHockeyLeague|http://dbpedia.org/ontology/SportsLeague
dbo|insect|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Insect|http://dbpedia.org/ontology/Animal
dbo|instrument|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Instrument|http://dbpedia.org/ontology/Device && http://schema.org/Product
dbo|instrumentalist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Instrumentalist|http://dbpedia.org/ontology/MusicalArtist
dbo|intercommunality|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Intercommunality|http://dbpedia.org/ontology/PopulatedPlace
dbo|international football league event|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/InternationalFootballLeagueEvent|http://dbpedia.org/ontology/SportsEvent
dbo|international organisation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/InternationalOrganisation|http://dbpedia.org/ontology/Organisation
dbo|island|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Island|http://dbpedia.org/ontology/PopulatedPlace
dbo|jewish leader|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/JewishLeader|http://dbpedia.org/ontology/Religious
dbo|jockey (horse racer)|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Jockey|http://dbpedia.org/ontology/Athlete
dbo|journalist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Journalist|http://dbpedia.org/ontology/Person
dbo|judge|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Judge|http://dbpedia.org/ontology/Person
dbo|lacrosse league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LacrosseLeague|http://dbpedia.org/ontology/SportsLeague
dbo|lacrosse player|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LacrossePlayer|http://dbpedia.org/ontology/Athlete
dbo|lake|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Lake|http://dbpedia.org/ontology/BodyOfWater
dbo|language|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Language|http://www.w3.org/2002/07/owl#Thing
dbo|Latter Day Saint|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LatterDaySaint|http://dbpedia.org/ontology/Religious
dbo|launch pad|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LaunchPad|http://dbpedia.org/ontology/Infrastructure
dbo|law|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Law|http://dbpedia.org/ontology/WrittenWork
dbo|law firm|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LawFirm|http://dbpedia.org/ontology/Company
dbo|lawyer|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Lawyer|http://dbpedia.org/ontology/Person
dbo|Legal Case|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LegalCase|http://dbpedia.org/ontology/Case
dbo|legislature|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Legislature|http://dbpedia.org/ontology/Organisation
dbo|letter|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Letter|http://dbpedia.org/ontology/WrittenWork
dbo|library|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Library|http://dbpedia.org/ontology/EducationalInstitution
dbo|lieutenant|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Lieutenant|http://dbpedia.org/ontology/Politician
dbo|life cycle event|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LifeCycleEvent|http://dbpedia.org/ontology/Event
dbo|ligament|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Ligament|http://dbpedia.org/ontology/AnatomicalStructure
dbo|light novel|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LightNovel|http://dbpedia.org/ontology/Novel
dbo|lighthouse|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Tower
dbo|line of fashion|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LineOfFashion|http://dbpedia.org/ontology/Work
dbo|linguist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Linguist|http://dbpedia.org/ontology/Person
dbo|lipid|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Lipid|http://dbpedia.org/ontology/Biomolecule
dbo|list|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/List|http://www.w3.org/2002/07/owl#Thing
dbo|literary genre|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LiteraryGenre|http://dbpedia.org/ontology/Genre
dbo|locality|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Locality|http://dbpedia.org/ontology/PopulatedPlace
dbo|lock|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Lock|http://dbpedia.org/ontology/Infrastructure
dbo|locomotive|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Locomotive|http://schema.org/Product && http://dbpedia.org/ontology/MeanOfTransportation
dbo|lunar crater|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/LunarCrater|http://dbpedia.org/ontology/Crater
dbo|lymph|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Lymph|http://dbpedia.org/ontology/AnatomicalStructure
dbo|magazine|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Magazine|http://dbpedia.org/ontology/PeriodicalLiterature
dbo|mammal|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Mammal|http://dbpedia.org/ontology/Animal
dbo|man|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Man|http://dbpedia.org/ontology/Person
dbo|manga|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Manga|http://dbpedia.org/ontology/Comic
dbo|manhua|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Manhua|http://dbpedia.org/ontology/Comic
dbo|manhwa|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Manhwa|http://dbpedia.org/ontology/Comic
dbo|manor|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Manor|http://dbpedia.org/ontology/HistoricalAreaOfAuthority
dbo|martial artist|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MartialArtist|http://dbpedia.org/ontology/Athlete
dbo|Mathematical concept|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MathematicalConcept|http://dbpedia.org/ontology/TopicalConcept
dbo|میئر|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Mayor|http://dbpedia.org/ontology/Politician
dbo|mean of transportation|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MeanOfTransportation|http://www.w3.org/2002/07/owl#Thing
dbo|media|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Media|http://www.w3.org/2002/07/owl#Thing
dbo|medical specialty|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MedicalSpecialty|http://www.w3.org/2002/07/owl#Thing
dbo|medician|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Medician|http://dbpedia.org/ontology/Scientist
dbo|medicine|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Medicine|http://www.w3.org/2002/07/owl#Thing
dbo|meeting|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Meeting|http://dbpedia.org/ontology/SocietalEvent
dbo|member of parliament|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MemberOfParliament|http://dbpedia.org/ontology/Politician
dbo|Member of a Resistance Movement|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MemberResistanceMovement|http://dbpedia.org/ontology/Person
dbo|memorial|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Memorial|http://dbpedia.org/ontology/Monument
dbo|subway station|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MetroStation|http://dbpedia.org/ontology/Station
dbo|micro-region|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MicroRegion|http://dbpedia.org/ontology/GovernmentalAdministrativeRegion
dbo|military aircraft|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MilitaryAircraft|http://dbpedia.org/ontology/Aircraft
dbo|military conflict|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MilitaryConflict|http://dbpedia.org/ontology/SocietalEvent
dbo|military person|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MilitaryPerson|http://dbpedia.org/ontology/Person
dbo|military service|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MilitaryService|http://dbpedia.org/ontology/CareerStation
dbo|military structure|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MilitaryStructure|http://dbpedia.org/ontology/ArchitecturalStructure
dbo|military unit|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MilitaryUnit|http://dbpedia.org/ontology/Organisation
dbo|military vehicle|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MilitaryVehicle|http://schema.org/Product && http://dbpedia.org/ontology/MeanOfTransportation
dbo|mill|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Mill|http://dbpedia.org/ontology/ArchitecturalStructure
dbo|mine|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Mine|http://dbpedia.org/ontology/Place
dbo|mineral|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Mineral|http://dbpedia.org/ontology/ChemicalSubstance
dbo|minister|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Minister|http://dbpedia.org/ontology/Politician
dbo|mixed martial arts event|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MixedMartialArtsEvent|http://dbpedia.org/ontology/SportsEvent
dbo|mixed martial arts league|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MixedMartialArtsLeague|http://dbpedia.org/ontology/SportsLeague
dbo|mobile phone|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/MobilePhone|http://dbpedia.org/ontology/Device
dbo|model|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Model|http://dbpedia.org/ontology/Person
dbo|mollusca|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Mollusca|http://dbpedia.org/ontology/Animal
dbo|monarch|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Monarch|http://dbpedia.org/ontology/Person
dbo|monastery|http://dbpedia.org/ontology/|http://dbpedia.org/ontology/Monastery|http://dbpedia.org/ontology/ReligiousBuilding
